# MANIFIESTO.tsv — qué fichero del repositorio va a qué ruta del sistema
#
# Lo leen DOS sitios, y ese es todo el punto:
#   · los instaladores (fase_*.sh), para saber qué copiar
#   · verificar_robot.sh sección 13, para detectar que el robot se ha desviado
# Añadir una línea aquí cubre las dos cosas a la vez. Una lista escrita a mano
# dentro del verificador se quedaría rancia igual que se quedó rancio fase_7.
#
# Formato, separado por TABULADORES:
#   origen<TAB>destino<TAB>modo<TAB>instalador<TAB>flags
#
#   origen      ruta relativa a la raíz de atriz_migracion
#   destino     ruta absoluta en el sistema
#   modo        permisos que se instalan (644 o 755)
#   instalador  el script que hay que ejecutar si falta o diverge
#   flags       '-' o 'opcional' (solo existe tras fase_6: su ausencia NO es fallo)
#
# QUÉ ENTRA AQUÍ Y QUÉ NO — el criterio está en README.md. En una línea: solo
# ficheros COMPLETOS que el repo posee entero e idénticos en los 16 robots
# (categoría A). Lo que se genera interpolando estado de la máquina —el
# ROS_DOMAIN_ID de /etc/profile.d/atriz-robot.sh, el wlan0 de
# wifi-no-powersave.service— NO entra: se comprueba por EFECTO en la sección 4.
#
# Tampoco entra 99-ydlidar.rules: nace en el OTRO repositorio (Atriz_rvr) y
# verificar_robot.sh:550 ya lo comprueba por efecto, mirando si /dev/ydlidar
# existe. Eso es mejor que un cmp: un fichero correcto con el lidar en otro
# puerto USB no crea el enlace, y el cmp diría que todo está bien.
#
scripts/atriz-robot.sh	/usr/local/bin/atriz-robot.sh	755	fase_7_systemd.sh	-
scripts/atriz-escaneo.sh	/usr/local/bin/atriz-escaneo	755	fase_7_systemd.sh	-
scripts/atriz-robot.service	/etc/systemd/system/atriz-robot.service	644	fase_7_systemd.sh	-
scripts/atriz-nav.sh	/usr/local/bin/atriz-nav.sh	755	fase_7_systemd.sh	-
scripts/atriz-slam.sh	/usr/local/bin/atriz-slam.sh	755	fase_7_systemd.sh	-
scripts/atriz-slam.service	/etc/systemd/system/atriz-slam.service	644	fase_7_systemd.sh	-
scripts/atriz-exclusion.sh	/usr/local/bin/atriz-exclusion	755	fase_7_systemd.sh	-
scripts/sistema/49-atriz-unidades.rules	/etc/polkit-1/rules.d/49-atriz-unidades.rules	644	fase_7_systemd.sh	-
scripts/atriz-nav.service	/etc/systemd/system/atriz-nav.service	644	fase_7_systemd.sh	-
scripts/sistema/atriz-ros.sh	/etc/profile.d/atriz-ros.sh	644	fase_7_systemd.sh	-
scripts/sistema/99-rvr.rules	/etc/udev/rules.d/99-rvr.rules	644	fase_0_1_fix_uart.sh	-
scripts/sistema/cpu-performance.service	/etc/systemd/system/cpu-performance.service	644	fase_1_higiene_so.sh	-
scripts/first-boot.sh	/usr/local/sbin/atriz-first-boot.sh	755	fase_6_preparar_imagen_dorada.sh	opcional
scripts/first-boot.service	/etc/systemd/system/atriz-first-boot.service	644	fase_6_preparar_imagen_dorada.sh	opcional
